strings,first,second,fourth,fifth
rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,1978.0098,572.2974,1025.7146,642.1884
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,1693.651,532.9593,976.3131,1250.9782
lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,1279.3819,152.5403,1302.3605,1609.3155
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,1561.8417,415.2468,1644.7432,89.9713
cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,22.4884,510.0908,641.2823,655.9644
platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,1479.4262,165.4777,1289.5969,410.1615
porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,265.304,1168.1818,574.6712,693.6105
fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,536.9136,15.5509,48.2706,1803.8788
a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,1680.8284,970.9693,1263.633,579.1821
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,1650.6297,1475.7534,1572.562,1810.368
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,769.4011,529.0233,558.4106,937.3821
dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,1304.7608,361.7809,796.9485,144.9716
leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,972.5958,170.6884,382.4034,1073.6027
luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,1663.5263,613.9809,1336.3326,837.1347
cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,1457.1081,1325.0381,294.3376,1447.2262
est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,621.6041,1127.2787,1415.4811,907.9807
pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,670.8852,81.9415,1885.7661,1514.9895
maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,960.2262,644.8086,1927.9037,1145.422
ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,1088.4359,894.0428,466.3157,335.7
orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,1448.468,1219.8241,822.7028,418.4029
amet lobortis sapien sapien non mi integer ac neque duis,303.5367,446.3915,72.7634,551.5505
vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,1913.3301,1917.3912,1894.267,832.3265
eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,1391.949,725.4232,1896.763,350.731
est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,134.9911,496.2172,601.4492,1282.0122
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,1669.4577,1112.0862,1651.2171,36.6958
pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,1883.8068,1820.7338,287.2423,146.7164
id luctus nec molestie sed justo pellentesque viverra pede ac,792.9155,416.7124,1578.795,231.8752
luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,1470.4371,856.0362,155.8027,304.8096
vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,1794.484,1039.4794,983.9007,1922.7255
velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,1196.6015,1427.7717,1595.2848,636.595
nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,646.3842,1396.9962,734.4885,1816.1829
vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,557.7608,996.2636,517.837,1842.5886
id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,93.7651,1632.9852,1475.4306,1504.1886
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,1761.7513,1408.4738,1927.0623,199.3992
habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,1367.3365,1896.055,1421.5652,1087.5322
in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,242.1693,1196.4936,1993.4122,1099.7976
turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,375.4035,318.5764,927.3599,1129.613
velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,198.4892,492.6944,876.6187,1274.0821
nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,79.9144,1218.1814,1345.6994,1171.2228
eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,1285.0558,474.4559,650.3567,1674.1814
scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,1857.6599,362.1902,1485.8954,1974.7286
vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,1110.3128,768.4325,1452.7598,1606.0309
in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,442.2727,1721.8164,894.9085,176.5374
ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,455.2107,790.6711,1930.3786,501.2182
amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,416.231,400.7709,1864.3917,1642.9848
vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,868.483,1721.7904,560.6543,70.4132
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,843.2925,1102.8342,411.052,6.7482
justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,352.5437,807.2037,797.8382,497.9703
luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,50.5095,1123.5089,1963.3647,1615.475
quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,861.192,1753.7119,382.4467,1727.9946
in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,1123.1315,973.5038,990.1585,1062.9701
eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,546.6772,676.1308,1541.3819,1953.9934
consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,1607.6496,101.6124,1046.6268,605.6418
bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,671.4586,1652.3818,109.8668,1100.1445
ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,1856.3813,344.9923,1254.8193,1344.7559
morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,1206.965,558.2267,802.4752,1419.3995
ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,1631.4772,769.1872,118.8933,290.536
nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,38.4132,193.21,706.6983,1218.3334
blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,133.8079,1626.3266,140.573,5.6243
erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,1855.7858,1640.9803,1985.1652,1566.4064
faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,1683.6645,1292.2765,1319.4267,1113.3075
lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,845.1826,1356.181,1011.8944,1501.8667
quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,1454.8973,555.3154,1034.3028,226.5927
ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,55.2461,859.618,1229.9232,1394.7337
blandit lacinia erat vestibulum sed magna at nunc commodo placerat,805.7293,1420.9717,1591.2648,162.8824
sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,1996.9517,1377.1993,30.144,1436.5438
amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,1509.748,878.929,725.5857,142.3339
sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,1174.7245,1658.0408,1260.5521,1596.746
quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,1898.4984,51.6588,875.0503,1981.1761
lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,963.73,961.0967,575.2647,1734.3322
aliquam convallis nunc proin at turpis a pede posuere nonummy integer,810.1762,71.7711,381.0727,1314.0135
pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,1403.7697,1205.4025,280.6912,1695.5388
ut nunc vestibulum ante ipsum primis in faucibus orci luctus,495.1085,13.4889,892.7863,1821.7528
maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,1519.3705,795.1903,1108.7082,159.3002
facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,698.4225,65.9673,740.1541,1353.605
accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,323.5953,389.362,1162.4331,1561.3666
duis at velit eu est congue elementum in hac habitasse platea dictumst,900.224,1247.0736,1100.6059,457.2646
felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,264.0793,1880.1461,470.3369,371.625
mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,915.9541,1621.8138,1193.6649,1.6696
luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,1904.9386,1222.0896,922.8588,953.3972
at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,1787.0572,157.8716,1972.5669,822.3451
non interdum in ante vestibulum ante ipsum primis in faucibus,977.5543,1197.9365,1442.5108,1958.5645
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,1906.9129,1341.0965,106.5176,1301.4383
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,311.0466,424.6807,1802.6314,1912.6151
erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,171.3715,940.1801,1210.959,1392.2388
maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,1166.4326,786.0762,1798.5472,1618.4361
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,49.2214,759.6026,1269.4274,119.338
lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,27.4625,1803.9967,1139.4785,1668.1135
sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,105.7842,100.0362,981.7068,1347.6992
dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,1840.6388,1444.5225,744.1357,1196.9352
in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,719.2102,1452.2728,632.4704,626.9839
non mi integer ac neque duis bibendum morbi non quam nec dui luctus,269.3074,1003.537,279.2431,1374.6561
nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,328.0843,1545.1214,801.4666,975.3483
ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,156.3286,607.0407,1824.754,1942.891
lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,211.6484,479.7593,1923.3334,1879.9969
rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,971.5767,435.0442,1219.7467,1769.8862
amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,1075.8403,1539.9233,721.794,397.7269
aliquam convallis nunc proin at turpis a pede posuere nonummy integer,1439.8917,235.2876,1859.0953,1232.3403
duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,111.4334,435.6733,1564.6074,935.1835
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,921.8005,294.4848,524.3786,1185.7264
sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,1072.669,1255.4398,140.4618,1539.917
quam a odio in hac habitasse platea dictumst maecenas ut massa,1617.7433,1014.3543,743.4661,1685.7676
augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,1419.9982,414.9386,982.2261,1880.6661
sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,419.6857,516.2114,51.5635,1225.7018
quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,583.5344,1194.2551,1576.5108,686.1024
dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,901.9729,999.0928,391.9249,1532.4195
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,139.7608,1263.7766,243.1614,798.7309
magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,1394.4504,36.8285,400.7,434.0388
erat nulla tempus vivamus in felis eu sapien cursus vestibulum,182.7262,652.083,852.0452,1513.4114
est donec odio justo sollicitudin ut suscipit a feugiat et eros,826.6805,1827.874,1337.096,87.2981
dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,1322.6598,1283.2731,1527.6109,894.2908
sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,1918.0252,628.8344,1387.641,615.3984
metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,767.7273,1101.6259,1929.4717,32.656
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,787.6088,584.0621,1773.4631,967.3772
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,96.7695,1445.913,175.6778,1679.6273
eget semper rutrum nulla nunc purus phasellus in felis donec semper,75.1985,1689.6966,608.2811,993.9522
lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,556.9981,1673.3792,1294.9344,437.7368
ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,621.7865,876.4806,1941.377,1373.3914
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,694.0282,1227.5919,1482.608,505.4225
a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,1961.3123,207.1173,1630.3296,12.2745
ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,363.3065,1736.7688,1641.6252,963.8101
metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,1217.5736,606.7025,1936.5629,166.9241
id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,1603.4803,40.7144,1635.8608,585.8569
purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,144.4926,1846.0308,87.7596,1908.1813
pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,839.5165,779.0097,151.3579,1150.5332
rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,107.5596,947.9037,1696.1212,29.9996
accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,214.0874,1805.1853,763.6378,679.3292
tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,311.5813,1409.6871,1406.2436,1057.8709
etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,1621.1523,1330.1739,1278.4204,1263.9628
hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,152.2435,1393.4525,279.9161,427.9296
porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,601.851,1038.2918,1907.7222,1218.8335
quisque ut erat curabitur gravida nisi at nibh in hac,160.0391,725.926,732.7942,1085.9606
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam,1647.6726,372.0732,1587.3308,1140.3749
amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,678.7314,666.4712,920.9913,1319.0922
ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,391.5741,1852.3104,1164.4592,1588.3601
justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,1592.5581,1344.2583,701.7744,1964.2963
nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,1771.107,1123.7149,1266.397,1784.3724
primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,748.9676,254.2149,1893.965,1414.3139
lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,537.7445,1616.1917,1607.2574,502.2302
hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,1630.4589,857.5512,815.5225,643.5783
mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,1472.4298,1060.0949,409.1706,246.1803
tortor quis turpis sed ante vivamus tortor duis mattis egestas,220.7044,1345.5818,1263.9811,1964.8867
est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,1644.5413,1504.9155,1498.8553,1115.0649
orci luctus et ultrices posuere cubilia curae donec pharetra magna,793.0048,1496.4691,827.7225,1249.2676
curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,70.176,1144.3784,73.7147,1708.3985
in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,394.0316,1559.5933,855.6522,1995.3284
nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,1855.9182,1509.6416,900.5918,1142.5167
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,1280.0083,648.5256,1773.0153,1575.7925
felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,1177.2247,488.9218,1803.2012,1499.5732
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,1786.6627,366.7744,1301.8298,683.2589
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,734.7204,555.3499,1936.2007,844.4827
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,319.9083,544.4451,1724.8475,1676.318
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,1055.4208,1820.2517,1170.8731,1455.5021
rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,1739.2491,1586.5915,18.4096,1656.0527
nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,923.7408,1419.4451,50.3305,718.4934
etiam faucibus cursus urna ut tellus nulla ut erat id mauris,425.2415,1500.2771,1822.9836,131.067
vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,1601.2809,617.7718,568.7813,694.0149
consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,1924.9649,1288.4956,1554.5737,1894.6686
aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,1607.9871,1809.9333,817.3663,1063.0493
orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,1180.9807,26.4514,1176.8789,19.3519
nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,598.306,352.1982,1067.5653,1476.3086
vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,713.0738,1575.1199,1865.6307,180.5016
adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,392.3298,181.126,1023.662,362.2096
morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,774.5923,429.249,19.7238,1323.0447
semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,1922.6738,616.3119,57.1811,1909.0694
fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,685.7216,932.475,105.753,1649.9918
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,773.2499,1055.2032,250.9247,1150.534
cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,413.8219,1902.3244,206.8177,3.5506
etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,729.6462,928.2464,1330.7976,1983.5449
quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,597.0497,1294.6637,1645.1852,714.9902
nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,572.7718,1049.186,789.5591,84.0195
quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,1449.1188,704.4783,688.5789,1532.3485
ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,1632.5944,70.9719,516.5062,1586.1589
a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,852.4727,792.3916,1040.6756,1495.5049
vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,251.5933,1388.0679,844.9274,1596.948
sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,606.5449,913.2415,777.5783,758.0665
sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,1044.0907,788.5548,1630.7561,112.46
scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,1107.6429,604.3582,1121.0609,334.162
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,401.2048,611.8801,1475.1297,242.2775
placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,1995.4261,82.4802,1301.2418,7.7953
eget congue eget semper rutrum nulla nunc purus phasellus in,487.0678,505.2278,1596.7529,354.0488
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,943.6125,1811.6716,14.3275,96.3334
volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,1600.274,1786.7599,1876.2857,558.8922
molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,1339.7205,173.7237,1972.5343,870.5589
nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,450.934,4.4305,927.6676,1.7377
lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,445.8878,732.3983,351.8477,705.0179
rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,1413.3759,1593.835,1807.0429,844.6229
diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,538.5714,1715.6941,802.2011,959.2691
scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,929.1549,837.6252,1142.7482,1302.7979
erat quisque erat eros viverra eget congue eget semper rutrum,1749.0899,1514.6002,469.3069,784.2524
vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,1913.0138,986.5934,7.6366,1331.8261
sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,819.9671,238.0628,411.8346,671.8202
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,1188.5777,1901.6671,1477.6896,1554.0821
sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,1715.8633,1771.7108,1351.3918,1659.826
sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,1002.9814,1468.2417,1055.8897,1975.3695
dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,553.8004,547.9846,1360.1706,1881.5249
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,1034.0364,1628.9273,363.8236,1706.4529
orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,483.0588,833.8207,1445.0576,1728.3108
non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl,448.6984,72.7119,247.9284,1784.9898
integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,1244.6704,1438.1014,1204.0461,372.359
ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,1548.8585,1536.0505,438.0561,1294.2632
sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,601.5227,1225.1235,714.5017,1611.6385
egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,644.1274,1344.8896,1682.623,441.0633
pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,1575.5036,1612.8839,1824.4739,1575.7974
posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,720.751,1409.7075,724.3835,1772.4108
sed interdum venenatis turpis enim blandit mi in porttitor pede,1206.1405,790.3468,334.8069,316.3122
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,1002.6833,205.2663,1867.0658,1391.1072
purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,1831.6815,833.3932,826.5993,1633.2207
ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,253.4179,531.5128,1774.5281,113.3133
platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,1926.2743,29.6906,951.89,937.2885
fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,1784.4624,1345.5023,437.705,326.4055
ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,623.1035,1378.7607,200.7546,131.8088
primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,1297.0409,653.0952,629.3282,1250.9184
id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,21.0977,514.2811,1559.301,1890.3777
vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,525.5646,1768.8446,203.9969,1316.0534
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,1583.8707,997.6809,185.3122,1872.6146
iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,1676.3786,1789.5017,1208.7024,281.8031
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,340.5453,241.1933,851.3334,365.7088
lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,1068.1134,1350.1996,837.3287,338.3088
tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,1143.5418,1473.7576,978.5052,288.6176
interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,389.0482,1020.1981,1737.7868,298.5188
